
PLAYER	TEAM	DATE	MATCHUP	W/L	MIN	PTS	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TOV	PF	+/-
Draymond Green	GSW	06/08/2018	GSW @ CLE	W	39	9	4	8	50.0	1	5	20.0	0	0	-	1	2	3	9	1	3	1	5	15
Ante Zizic	CLE	06/08/2018	CLE vs. GSW	L	2	4	2	2	100.0	0	0	-	0	0	-	1	0	1	0	0	0	0	0	4
LeBron James	CLE	06/08/2018	CLE vs. GSW	L	41	23	7	13	53.8	0	1	0.0	9	11	81.8	1	6	7	8	0	1	6	5	-21
Klay Thompson	GSW	06/08/2018	GSW @ CLE	W	28	10	4	10	40.0	2	5	40.0	0	0	-	0	6	6	0	0	0	2	3	19
JR Smith	CLE	06/08/2018	CLE vs. GSW	L	27	10	3	8	37.5	3	5	60.0	1	2	50.0	0	2	2	1	0	0	0	3	-18
Rodney Hood	CLE	06/08/2018	CLE vs. GSW	L	27	10	4	14	28.6	1	3	33.3	1	1	100.0	3	5	8	2	2	1	2	2	-1
JaVale McGee	GSW	06/08/2018	GSW @ CLE	W	16	6	3	4	75.0	0	0	-	0	0	-	1	2	3	0	0	1	0	1	21
Zaza Pachulia	GSW	06/08/2018	GSW @ CLE	W	3	2	0	1	0.0	0	0	-	2	2	100.0	0	1	1	0	0	0	1	0	-2
Patrick McCaw	GSW	06/08/2018	GSW @ CLE	W	3	0	0	0	-	0	0	-	0	0	-	1	0	1	0	0	0	0	0	-2
Shaun Livingston	GSW	06/08/2018	GSW @ CLE	W	14	2	0	1	0.0	0	0	-	2	2	100.0	0	4	4	0	0	0	0	2	2
George Hill	CLE	06/08/2018	CLE vs. GSW	L	25	3	1	7	14.3	1	4	25.0	0	2	0.0	1	2	3	1	0	0	1	3	-26
Stephen Curry	GSW	06/08/2018	GSW @ CLE	W	39	37	12	27	44.4	7	15	46.7	6	6	100.0	2	4	6	4	3	3	2	4	18
Andre Iguodala	GSW	06/08/2018	GSW @ CLE	W	23	11	4	8	50.0	3	6	50.0	0	0	-	1	1	2	0	2	2	0	3	11
Tristan Thompson	CLE	06/08/2018	CLE vs. GSW	L	16	6	3	5	60.0	0	0	-	0	0	-	2	2	4	0	0	1	0	0	-21
Jordan Bell	GSW	06/08/2018	GSW @ CLE	W	18	4	2	3	66.7	0	0	-	0	0	-	2	2	4	1	0	1	0	0	4
Jeff Green	CLE	06/08/2018	CLE vs. GSW	L	24	5	2	8	25.0	1	3	33.3	0	0	-	0	0	0	1	0	1	0	1	-9
Kevin Love	CLE	06/08/2018	CLE vs. GSW	L	28	13	4	13	30.8	2	5	40.0	3	4	75.0	3	6	9	2	1	0	1	2	-26
Kevin Durant	GSW	06/08/2018	GSW @ CLE	W	38	20	7	17	41.2	0	3	0.0	6	6	100.0	1	11	12	10	1	3	2	3	30
Larry Nance Jr.	CLE	06/08/2018	CLE vs. GSW	L	23	7	3	7	42.9	0	0	-	1	2	50.0	6	2	8	4	1	1	0	4	0
Cedi Osman	CLE	06/08/2018	CLE vs. GSW	L	4	2	1	3	33.3	0	0	-	0	0	-	0	0	0	0	0	0	0	0	2
David West	GSW	06/08/2018	GSW @ CLE	W	8	2	1	1	100.0	0	0	-	0	0	-	0	0	0	1	0	0	0	2	-6
Kyle Korver	CLE	06/08/2018	CLE vs. GSW	L	21	2	0	6	0.0	0	5	0.0	2	3	66.7	0	1	1	1	0	0	1	2	-1
Nick Young	GSW	06/08/2018	GSW @ CLE	W	9	3	1	4	25.0	1	4	25.0	0	0	-	0	1	1	0	0	0	0	1	7
Jose Calderon	CLE	06/08/2018	CLE vs. GSW	L	4	0	0	1	0.0	0	1	0.0	0	0	-	0	1	1	1	1	0	0	0	2
Kevon Looney	GSW	06/08/2018	GSW @ CLE	W	3	2	1	2	50.0	0	0	-	0	0	-	1	0	1	0	0	0	0	0	-2
Tristan Thompson	CLE	06/06/2018	CLE vs. GSW	L	34	8	4	8	50.0	0	0	-	0	1	0.0	1	6	7	0	0	1	0	2	-2
Shaun Livingston	GSW	06/06/2018	GSW @ CLE	W	17	8	4	5	80.0	0	0	-	0	0	-	0	0	0	2	0	0	0	3	3
JaVale McGee	GSW	06/06/2018	GSW @ CLE	W	14	10	5	7	71.4	0	0	-	0	0	-	2	1	3	0	0	2	1	1	3
Kevin Durant	GSW	06/06/2018	GSW @ CLE	W	43	43	15	23	65.2	6	9	66.7	7	7	100.0	1	12	13	7	1	1	3	3	15
Stephen Curry	GSW	06/06/2018	GSW @ CLE	W	39	11	3	16	18.8	1	10	10.0	4	4	100.0	0	5	5	6	1	0	2	3	0
Kyle Korver	CLE	06/06/2018	CLE vs. GSW	L	11	0	0	4	0.0	0	2	0.0	0	0	-	0	2	2	0	0	0	1	1	0
Jeff Green	CLE	06/06/2018	CLE vs. GSW	L	18	3	1	4	25.0	1	3	33.3	0	0	-	0	0	0	1	0	0	1	1	-7
Nick Young	GSW	06/06/2018	GSW @ CLE	W	5	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-5
Draymond Green	GSW	06/06/2018	GSW @ CLE	W	40	10	4	8	50.0	0	2	0.0	2	2	100.0	0	2	2	9	2	0	2	4	-2
Patrick McCaw	GSW	06/06/2018	GSW @ CLE	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	1
LeBron James	CLE	06/06/2018	CLE vs. GSW	L	47	33	13	28	46.4	1	6	16.7	6	7	85.7	3	7	10	11	2	2	4	2	-8
Kevin Love	CLE	06/06/2018	CLE vs. GSW	L	31	20	6	13	46.2	3	7	42.9	5	5	100.0	5	8	13	3	1	0	2	2	-1
George Hill	CLE	06/06/2018	CLE vs. GSW	L	27	5	2	6	33.3	1	2	50.0	0	0	-	1	1	2	4	0	0	4	3	-2
Klay Thompson	GSW	06/06/2018	GSW @ CLE	W	41	10	4	11	36.4	2	5	40.0	0	0	-	0	4	4	2	1	1	0	3	14
JR Smith	CLE	06/06/2018	CLE vs. GSW	L	33	13	5	14	35.7	3	10	30.0	0	0	-	1	3	4	0	3	0	0	4	-4
David West	GSW	06/06/2018	GSW @ CLE	W	5	0	0	2	0.0	0	0	-	0	0	-	1	1	2	0	0	0	1	0	-3
Larry Nance Jr.	CLE	06/06/2018	CLE vs. GSW	L	13	5	2	4	50.0	0	0	-	1	2	50.0	2	1	3	1	0	0	1	1	-4
Andre Iguodala	GSW	06/06/2018	GSW @ CLE	W	22	8	3	4	75.0	0	0	-	2	2	100.0	0	2	2	1	1	0	1	3	14
Jordan Bell	GSW	06/06/2018	GSW @ CLE	W	12	10	4	5	80.0	0	0	-	2	4	50.0	2	4	6	0	0	1	0	0	0
Kevon Looney	GSW	06/06/2018	GSW @ CLE	W	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Rodney Hood	CLE	06/06/2018	CLE vs. GSW	L	26	15	7	11	63.6	0	1	0.0	1	2	50.0	2	4	6	0	0	1	0	2	-12
JaVale McGee	GSW	06/03/2018	GSW vs. CLE	W	18	12	6	6	100.0	0	0	-	0	1	0.0	1	1	2	0	0	1	0	4	0
Kevon Looney	GSW	06/03/2018	GSW vs. CLE	W	11	0	0	0	-	0	0	-	0	4	0.0	0	1	1	1	0	0	0	0	6
Patrick McCaw	GSW	06/03/2018	GSW vs. CLE	W	3	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2
JR Smith	CLE	06/03/2018	CLE @ GSW	L	31	5	2	9	22.2	1	4	25.0	0	1	0.0	0	1	1	2	2	0	1	0	-9
Kevin Durant	GSW	06/03/2018	GSW vs. CLE	W	38	26	10	14	71.4	2	3	66.7	4	4	100.0	0	9	9	7	0	2	3	3	24
Jose Calderon	CLE	06/03/2018	CLE @ GSW	L	3	4	2	3	66.7	0	0	-	0	0	-	1	1	2	1	0	0	0	0	2
Klay Thompson	GSW	06/03/2018	GSW vs. CLE	W	34	20	8	13	61.5	3	8	37.5	1	2	50.0	0	2	2	1	1	0	2	3	11
Draymond Green	GSW	06/03/2018	GSW vs. CLE	W	39	5	2	4	50.0	0	2	0.0	1	2	50.0	2	6	8	7	0	1	0	5	19
LeBron James	CLE	06/03/2018	CLE @ GSW	L	44	29	10	20	50.0	2	4	50.0	7	9	77.8	1	8	9	13	2	0	5	2	-18
Jordan Bell	GSW	06/03/2018	GSW vs. CLE	W	11	5	2	3	66.7	0	0	-	1	2	50.0	0	1	1	1	1	0	0	3	4
Jordan Clarkson	CLE	06/03/2018	CLE @ GSW	L	8	2	1	4	25.0	0	0	-	0	0	-	0	1	1	1	1	0	1	1	-4
Kyle Korver	CLE	06/03/2018	CLE @ GSW	L	17	1	0	3	0.0	0	1	0.0	1	1	100.0	2	0	2	1	0	1	0	2	-18
Cedi Osman	CLE	06/03/2018	CLE @ GSW	L	4	2	1	2	50.0	0	1	0.0	0	0	-	0	1	1	0	0	0	0	0	-1
Jeff Green	CLE	06/03/2018	CLE @ GSW	L	20	6	2	7	28.6	0	2	0.0	2	2	100.0	0	2	2	1	0	0	0	0	-11
Kevin Love	CLE	06/03/2018	CLE @ GSW	L	35	22	7	18	38.9	3	8	37.5	5	5	100.0	4	6	10	1	2	1	1	1	-12
Quinn Cook	GSW	06/03/2018	GSW vs. CLE	W	3	2	1	3	33.3	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-2
Zaza Pachulia	GSW	06/03/2018	GSW vs. CLE	W	3	6	1	2	50.0	0	0	-	4	4	100.0	1	1	2	0	0	1	0	0	-2
Shaun Livingston	GSW	06/03/2018	GSW vs. CLE	W	15	10	5	5	100.0	0	0	-	0	0	-	1	4	5	1	0	0	1	1	8
Larry Nance Jr.	CLE	06/03/2018	CLE @ GSW	L	12	2	0	1	0.0	0	0	-	2	4	50.0	3	3	6	1	0	1	1	0	-13
Tristan Thompson	CLE	06/03/2018	CLE @ GSW	L	23	11	5	8	62.5	0	0	-	1	2	50.0	3	2	5	0	0	0	0	2	-1
George Hill	CLE	06/03/2018	CLE @ GSW	L	34	15	5	12	41.7	3	6	50.0	2	2	100.0	2	0	2	3	2	1	1	5	-11
Stephen Curry	GSW	06/03/2018	GSW vs. CLE	W	38	33	11	26	42.3	9	17	52.9	2	2	100.0	1	6	7	8	1	0	5	3	19
Ante Zizic	CLE	06/03/2018	CLE @ GSW	L	3	2	1	1	100.0	0	0	-	0	0	-	0	0	0	0	0	0	0	2	2
Nick Young	GSW	06/03/2018	GSW vs. CLE	W	14	0	0	5	0.0	0	4	0.0	0	0	-	0	1	1	0	0	0	0	1	0
Rodney Hood	CLE	06/03/2018	CLE @ GSW	L	4	2	1	2	50.0	0	1	0.0	0	0	-	0	1	1	1	0	0	0	0	-1
David West	GSW	06/03/2018	GSW vs. CLE	W	11	3	1	1	100.0	1	1	100.0	0	0	-	1	2	3	2	0	3	1	2	10
Klay Thompson	GSW	05/31/2018	GSW vs. CLE	W	45	24	8	16	50.0	5	10	50.0	3	3	100.0	0	3	3	1	0	0	1	3	9
Kevin Love	CLE	05/31/2018	CLE @ GSW	L	39	21	9	20	45.0	1	8	12.5	2	2	100.0	2	11	13	1	0	0	1	1	-13
Cedi Osman	CLE	05/31/2018	CLE @ GSW	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
David West	GSW	05/31/2018	GSW vs. CLE	W	4	2	1	1	100.0	0	0	-	0	0	-	0	0	0	1	0	0	1	0	-6
JaVale McGee	GSW	05/31/2018	GSW vs. CLE	W	6	4	2	3	66.7	0	0	-	0	0	-	0	1	1	0	0	1	0	0	8
Draymond Green	GSW	05/31/2018	GSW vs. CLE	W	47	13	5	9	55.6	2	5	40.0	1	1	100.0	1	10	11	9	5	2	2	4	10
Jose Calderon	CLE	05/31/2018	CLE @ GSW	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Jordan Bell	GSW	05/31/2018	GSW vs. CLE	W	13	4	2	3	66.7	0	1	0.0	0	0	-	0	2	2	2	0	0	0	1	2
Stephen Curry	GSW	05/31/2018	GSW vs. CLE	W	46	29	11	23	47.8	5	11	45.5	2	2	100.0	0	6	6	9	1	0	2	1	10
Kyle Korver	CLE	05/31/2018	CLE @ GSW	L	16	3	1	3	33.3	1	3	33.3	0	1	0.0	0	2	2	1	0	0	0	2	12
Larry Nance Jr.	CLE	05/31/2018	CLE @ GSW	L	19	9	4	6	66.7	0	0	-	1	4	25.0	4	7	11	0	1	0	0	2	3
Jeff Green	CLE	05/31/2018	CLE @ GSW	L	36	7	3	9	33.3	1	6	16.7	0	0	-	2	1	3	5	1	0	1	1	-5
Nick Young	GSW	05/31/2018	GSW vs. CLE	W	10	2	1	4	25.0	0	2	0.0	0	0	-	0	0	0	0	0	0	0	1	9
Tristan Thompson	CLE	05/31/2018	CLE @ GSW	L	20	2	1	4	25.0	0	0	-	0	0	-	2	3	5	0	0	1	1	3	-9
Shaun Livingston	GSW	05/31/2018	GSW vs. CLE	W	18	10	4	4	100.0	0	0	-	2	2	100.0	0	2	2	3	1	0	0	1	3
LeBron James	CLE	05/31/2018	CLE @ GSW	L	48	51	19	32	59.4	3	7	42.9	10	11	90.9	4	4	8	8	1	1	5	2	-13
Rodney Hood	CLE	05/31/2018	CLE @ GSW	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Kevin Durant	GSW	05/31/2018	GSW vs. CLE	W	46	26	8	22	36.4	1	7	14.3	9	10	90.0	0	9	9	6	1	3	1	3	17
George Hill	CLE	05/31/2018	CLE @ GSW	L	30	7	2	6	33.3	2	4	50.0	1	2	50.0	1	1	2	1	1	0	0	5	-11
Kevon Looney	GSW	05/31/2018	GSW vs. CLE	W	25	8	4	5	80.0	0	0	-	0	0	-	3	1	4	0	1	0	0	4	-10
Ante Zizic	CLE	05/31/2018	CLE @ GSW	L	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Quinn Cook	GSW	05/31/2018	GSW vs. CLE	W	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Jordan Clarkson	CLE	05/31/2018	CLE @ GSW	L	17	4	2	9	22.2	0	3	0.0	0	0	-	1	2	3	0	1	1	1	1	8
Patrick McCaw	GSW	05/31/2018	GSW vs. CLE	W	4	2	0	0	-	0	0	-	2	2	100.0	0	0	0	0	1	0	0	0	-2
JR Smith	CLE	05/31/2018	CLE @ GSW	L	39	10	3	10	30.0	2	6	33.3	2	2	100.0	3	3	6	2	0	0	2	1	-22
PJ Tucker	HOU	05/28/2018	HOU vs. GSW	L	45	14	5	9	55.6	2	5	40.0	2	4	50.0	8	4	12	2	4	0	3	3	-1
Clint Capela	HOU	05/28/2018	HOU vs. GSW	L	37	20	9	10	90.0	0	0	-	2	6	33.3	4	5	9	0	2	0	1	3	-13
Trevor Ariza	HOU	05/28/2018	HOU vs. GSW	L	42	0	0	12	0.0	0	9	0.0	0	0	-	3	4	7	2	2	0	2	4	-15
Gerald Green	HOU	05/28/2018	HOU vs. GSW	L	21	3	1	7	14.3	1	4	25.0	0	0	-	0	4	4	0	0	1	0	0	10
Nick Young	GSW	05/28/2018	GSW @ HOU	W	17	3	1	1	100.0	1	1	100.0	0	0	-	0	0	0	0	0	0	0	2	5
Ryan Anderson	HOU	05/28/2018	HOU vs. GSW	L	8	0	0	0	-	0	0	-	0	0	-	1	0	1	0	0	0	0	3	-12
Stephen Curry	GSW	05/28/2018	GSW @ HOU	W	44	27	10	22	45.5	7	15	46.7	0	0	-	0	9	9	10	4	1	5	4	13
Jordan Bell	GSW	05/28/2018	GSW @ HOU	W	16	0	0	2	0.0	0	0	-	0	0	-	3	2	5	3	1	2	2	2	17
Quinn Cook	GSW	05/28/2018	GSW @ HOU	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	2
Eric Gordon	HOU	05/28/2018	HOU vs. GSW	L	40	23	9	22	40.9	2	12	16.7	3	4	75.0	0	3	3	6	1	1	1	2	-5
Draymond Green	GSW	05/28/2018	GSW @ HOU	W	44	10	5	13	38.5	0	5	0.0	0	0	-	4	9	13	5	1	1	5	4	11
James Harden	HOU	05/28/2018	HOU vs. GSW	L	43	32	12	29	41.4	2	13	15.4	6	8	75.0	1	5	6	6	4	1	5	2	-13
Patrick McCaw	GSW	05/28/2018	GSW @ HOU	W	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	-2
Joe Johnson	HOU	05/28/2018	HOU vs. GSW	L	5	0	0	1	0.0	0	1	0.0	0	0	-	0	2	2	1	0	0	0	0	4
Klay Thompson	GSW	05/28/2018	GSW @ HOU	W	31	19	8	13	61.5	3	7	42.9	0	2	0.0	0	3	3	1	2	0	2	4	0
Kevin Durant	GSW	05/28/2018	GSW @ HOU	W	44	34	11	21	52.4	5	11	45.5	7	10	70.0	0	5	5	5	1	3	2	3	10
Kevon Looney	GSW	05/28/2018	GSW @ HOU	W	17	4	2	5	40.0	0	0	-	0	2	0.0	3	2	5	0	0	0	0	1	1
Shaun Livingston	GSW	05/28/2018	GSW @ HOU	W	24	4	2	3	66.7	0	0	-	0	0	-	1	1	2	1	0	0	0	1	-12
Larry Nance Jr.	CLE	05/27/2018	CLE @ BOS	W	8	2	1	2	50.0	0	1	0.0	0	0	-	1	1	2	0	0	0	1	4	-9
Jordan Clarkson	CLE	05/27/2018	CLE @ BOS	W	9	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	1	-13
JR Smith	CLE	05/27/2018	CLE @ BOS	W	42	12	3	8	37.5	3	8	37.5	3	5	60.0	0	4	4	0	1	1	1	2	14
Jaylen Brown	BOS	05/27/2018	BOS vs. CLE	L	39	13	5	18	27.8	3	12	25.0	0	0	-	1	5	6	1	1	0	1	2	-11
Jayson Tatum	BOS	05/27/2018	BOS vs. CLE	L	42	24	9	17	52.9	2	6	33.3	4	4	100.0	0	7	7	1	1	0	4	6	-17
George Hill	CLE	05/27/2018	CLE @ BOS	W	38	6	2	6	33.3	0	2	0.0	2	2	100.0	0	2	2	2	1	0	2	3	24
Jeff Green	CLE	05/27/2018	CLE @ BOS	W	42	19	7	14	50.0	2	9	22.2	3	4	75.0	0	8	8	1	0	1	0	2	7
Al Horford	BOS	05/27/2018	BOS vs. CLE	L	40	17	7	12	58.3	0	1	0.0	3	3	100.0	0	4	4	3	1	0	0	2	-2
Marcus Smart	BOS	05/27/2018	BOS vs. CLE	L	31	4	1	10	10.0	0	4	0.0	2	4	50.0	3	1	4	7	1	0	0	2	2
LeBron James	CLE	05/27/2018	CLE @ BOS	W	48	35	12	24	50.0	3	8	37.5	8	11	72.7	0	15	15	9	0	2	8	4	8
Terry Rozier	BOS	05/27/2018	BOS vs. CLE	L	36	4	2	14	14.3	0	10	0.0	0	0	-	0	4	4	4	1	0	0	3	-6
Tristan Thompson	CLE	05/27/2018	CLE @ BOS	W	35	10	4	4	100.0	0	0	-	2	3	66.7	1	8	9	1	0	0	0	1	14
Kyle Korver	CLE	05/27/2018	CLE @ BOS	W	18	3	1	6	16.7	1	6	16.7	0	0	-	0	1	1	2	0	0	0	4	-5
Marcus Morris	BOS	05/27/2018	BOS vs. CLE	L	33	14	5	14	35.7	2	6	33.3	2	4	50.0	4	8	12	2	1	0	0	3	1
Aron Baynes	BOS	05/27/2018	BOS vs. CLE	L	19	3	0	0	-	0	0	-	3	4	75.0	3	2	5	0	0	0	0	2	-7
Joe Johnson	HOU	05/26/2018	HOU @ GSW	L	8	2	1	4	25.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-14
Kevon Looney	GSW	05/26/2018	GSW vs. HOU	W	19	4	2	6	33.3	0	0	-	0	0	-	5	2	7	1	2	0	0	1	8
Gerald Green	HOU	05/26/2018	HOU @ GSW	L	26	11	4	6	66.7	3	4	75.0	0	0	-	0	0	0	0	0	1	3	1	-9
Klay Thompson	GSW	05/26/2018	GSW vs. HOU	W	39	35	13	23	56.5	9	14	64.3	0	0	-	2	4	6	2	4	0	1	1	32
Quinn Cook	GSW	05/26/2018	GSW vs. HOU	W	4	2	1	2	50.0	0	0	-	0	0	-	0	0	0	1	0	0	0	1	4
Patrick McCaw	GSW	05/26/2018	GSW vs. HOU	W	4	2	1	2	50.0	0	1	0.0	0	0	-	0	2	2	0	1	0	0	1	4
James Harden	HOU	05/26/2018	HOU @ GSW	L	40	32	10	24	41.7	4	12	33.3	8	9	88.9	2	5	7	9	3	0	9	4	-19
Stephen Curry	GSW	05/26/2018	GSW vs. HOU	W	40	29	12	23	52.2	5	14	35.7	0	0	-	0	5	5	6	0	3	2	2	33
Eric Gordon	HOU	05/26/2018	HOU @ GSW	L	34	19	7	12	58.3	4	6	66.7	1	4	25.0	0	2	2	0	0	0	5	4	-27
David West	GSW	05/26/2018	GSW vs. HOU	W	5	2	1	1	100.0	0	0	-	0	0	-	1	0	1	1	0	0	1	1	-5
Ryan Anderson	HOU	05/26/2018	HOU @ GSW	L	7	0	0	2	0.0	0	1	0.0	0	0	-	0	0	0	0	0	0	0	0	-9
PJ Tucker	HOU	05/26/2018	HOU @ GSW	L	37	6	2	6	33.3	2	5	40.0	0	0	-	0	8	8	2	1	0	1	3	-14
Nick Young	GSW	05/26/2018	GSW vs. HOU	W	16	5	1	3	33.3	1	3	33.3	2	3	66.7	0	1	1	1	0	0	0	3	9
Trevor Ariza	HOU	05/26/2018	HOU @ GSW	L	39	14	6	18	33.3	2	9	22.2	0	0	-	0	4	4	0	1	0	1	2	-16
Shaun Livingston	GSW	05/26/2018	GSW vs. HOU	W	15	6	3	5	60.0	0	0	-	0	0	-	0	0	0	0	0	0	1	3	9
Aaron Jackson	HOU	05/26/2018	HOU @ GSW	L	4	0	0	0	-	0	0	-	0	0	-	0	1	1	1	0	0	0	0	-4
Draymond Green	GSW	05/26/2018	GSW vs. HOU	W	37	4	2	3	66.7	0	1	0.0	0	0	-	0	10	10	9	4	5	3	2	27
Kevin Durant	GSW	05/26/2018	GSW vs. HOU	W	35	23	6	17	35.3	1	5	20.0	10	14	71.4	2	5	7	4	0	1	1	0	13
Clint Capela	HOU	05/26/2018	HOU @ GSW	L	29	2	1	3	33.3	0	0	-	0	2	0.0	4	11	15	1	1	1	2	1	-32
Jordan Bell	GSW	05/26/2018	GSW vs. HOU	W	21	3	1	2	50.0	0	0	-	1	2	50.0	3	3	6	1	0	1	2	2	10
Luc Mbah a Moute	HOU	05/26/2018	HOU @ GSW	L	15	0	0	2	0.0	0	1	0.0	0	2	0.0	1	0	1	0	2	0	0	1	-1
Zaza Pachulia	GSW	05/26/2018	GSW vs. HOU	W	3	0	0	0	-	0	0	-	0	0	-	0	2	2	0	0	0	1	0	1
Abdel Nader	BOS	05/25/2018	BOS @ CLE	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	3
Terry Rozier	BOS	05/25/2018	BOS @ CLE	L	40	28	10	16	62.5	6	10	60.0	2	2	100.0	0	3	3	7	2	0	1	3	-12
Kevin Love	CLE	05/25/2018	CLE vs. BOS	W	5	0	0	3	0.0	0	1	0.0	0	0	-	2	2	4	0	0	0	0	1	-4
JR Smith	CLE	05/25/2018	CLE vs. BOS	W	38	5	2	7	28.6	1	5	20.0	0	0	-	0	3	3	0	0	1	0	4	-1
Semi Ojeleye	BOS	05/25/2018	BOS @ CLE	L	1	1	0	0	-	0	0	-	1	2	50.0	0	1	1	0	0	0	0	0	3
George Hill	CLE	05/25/2018	CLE vs. BOS	W	34	20	7	12	58.3	0	3	0.0	6	6	100.0	2	1	3	3	2	1	1	1	-1
Kyle Korver	CLE	05/25/2018	CLE vs. BOS	W	26	6	2	6	33.3	2	3	66.7	0	0	-	0	3	3	0	1	2	2	4	8
Marcus Smart	BOS	05/25/2018	BOS @ CLE	L	33	10	4	7	57.1	1	4	25.0	1	2	50.0	1	2	3	8	1	1	3	1	-4
Jayson Tatum	BOS	05/25/2018	BOS @ CLE	L	39	15	7	13	53.8	1	3	33.3	0	0	-	0	3	3	2	1	0	2	3	-8
Larry Nance Jr.	CLE	05/25/2018	CLE vs. BOS	W	22	10	5	5	100.0	0	0	-	0	0	-	4	3	7	1	2	0	0	1	10
Cedi Osman	CLE	05/25/2018	CLE vs. BOS	W	1	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	-2
LeBron James	CLE	05/25/2018	CLE vs. BOS	W	46	46	17	33	51.5	5	7	71.4	7	11	63.6	3	8	11	9	3	1	3	2	15
Jeff Green	CLE	05/25/2018	CLE vs. BOS	W	31	14	4	10	40.0	1	3	33.3	5	5	100.0	0	3	3	2	0	2	2	2	10
Aron Baynes	BOS	05/25/2018	BOS @ CLE	L	19	0	0	1	0.0	0	1	0.0	0	0	-	0	4	4	2	0	0	1	2	-11
Jaylen Brown	BOS	05/25/2018	BOS @ CLE	L	34	27	11	18	61.1	2	5	40.0	3	6	50.0	1	2	3	1	0	0	0	3	-11
Greg Monroe	BOS	05/25/2018	BOS @ CLE	L	6	2	1	1	100.0	0	0	-	0	0	-	0	2	2	0	1	0	2	1	8
Jordan Clarkson	CLE	05/25/2018	CLE vs. BOS	W	14	6	3	9	33.3	0	1	0.0	0	0	-	3	2	5	0	0	0	0	2	11
Tristan Thompson	CLE	05/25/2018	CLE vs. BOS	W	23	2	1	2	50.0	0	0	-	0	0	-	1	3	4	1	0	2	1	2	4
Marcus Morris	BOS	05/25/2018	BOS @ CLE	L	30	10	3	10	30.0	2	3	66.7	2	4	50.0	1	1	2	1	0	0	2	2	-7
Al Horford	BOS	05/25/2018	BOS @ CLE	L	37	6	2	8	25.0	0	2	0.0	2	4	50.0	2	7	9	4	0	1	2	3	-14
Guerschon Yabusele	BOS	05/25/2018	BOS @ CLE	L	1	0	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	3
Shaun Livingston	GSW	05/24/2018	GSW @ HOU	L	18	2	1	3	33.3	0	0	-	0	0	-	0	1	1	1	1	0	0	2	1
Klay Thompson	GSW	05/24/2018	GSW @ HOU	L	43	23	8	14	57.1	4	7	57.1	3	4	75.0	0	4	4	1	0	0	4	3	-9
Eric Gordon	HOU	05/24/2018	HOU vs. GSW	W	36	24	6	15	40.0	3	10	30.0	9	10	90.0	1	3	4	1	2	1	0	2	0
Chris Paul	HOU	05/24/2018	HOU vs. GSW	W	38	20	6	19	31.6	4	9	44.4	4	4	100.0	2	5	7	6	3	0	0	4	-13
James Harden	HOU	05/24/2018	HOU vs. GSW	W	39	19	5	21	23.8	0	11	0.0	9	9	100.0	0	3	3	4	2	0	6	2	8
Stephen Curry	GSW	05/24/2018	GSW @ HOU	L	41	22	8	17	47.1	2	8	25.0	4	5	80.0	1	6	7	6	4	0	3	2	-9
Kevin Durant	GSW	05/24/2018	GSW @ HOU	L	40	29	8	22	36.4	3	6	50.0	10	10	100.0	0	4	4	0	0	1	2	3	2
Draymond Green	GSW	05/24/2018	GSW @ HOU	L	42	12	4	9	44.4	1	2	50.0	3	4	75.0	1	14	15	4	1	0	6	4	-9
David West	GSW	05/24/2018	GSW @ HOU	L	12	0	0	1	0.0	0	0	-	0	0	-	1	1	2	2	0	0	0	1	-1
Nick Young	GSW	05/24/2018	GSW @ HOU	L	1	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0
Trevor Ariza	HOU	05/24/2018	HOU vs. GSW	W	42	6	1	6	16.7	1	4	25.0	3	4	75.0	0	2	2	1	3	0	0	4	0
PJ Tucker	HOU	05/24/2018	HOU vs. GSW	W	42	8	3	6	50.0	2	4	50.0	0	0	-	2	7	9	0	0	0	2	3	14
Kevon Looney	GSW	05/24/2018	GSW @ HOU	L	22	4	2	2	100.0	0	0	-	0	0	-	0	3	3	2	1	0	0	3	3
